Id,Nome,Sq,PV,MV,FM,Gf,Gs,RigSegnati,RigTirati,RigParati,Assist,Amm,Esp
2438,Jovic,MIL,19,5.79,6.68,6,0,0,0,0,1,2,1
2529,Mkhitaryan,INT,36,6.4,6.68,2,0,0,0,0,6,4,0
5119,Samardzic,UDI,34,6.12,6.66,6,0,1,1,0,2,3,0
6215,Lucca,UDI,35,5.97,6.66,8,0,0,0,0,3,6,0
6439,Cheddira,FRO,32,5.97,6.66,7,0,1,1,0,1,0,0
181,Vecino,LAZ,26,6.06,6.65,6,0,0,0,0,1,8,0
5297,Luvumbo,CAG,30,6.17,6.65,4,0,0,0,0,5,5,0
5471,Djuric,MON,36,6.07,6.65,9,0,1,3,0,2,4,0
2724,Buongiorno,TOR,29,6.45,6.64,3,0,0,0,0,0,7,0
5506,Ekuban,GEN,23,6.07,6.63,4,0,0,0,0,1,0,0
6409,Beltran L.,FIO,30,6.1,6.63,6,0,1,1,0,1,6,0
487,De Silvestri,BOL,12,6.12,6.62,2,0,0,0,0,0,0,0
507,Muriel,ATA,13,6.08,6.62,2,0,0,0,0,1,0,0
2172,Barak,FIO,14,6.11,6.61,2,0,0,0,0,2,2,0
440,Viola,CAG,25,6.1,6.6,5,0,0,1,0,2,3,0
4199,Loftus-Cheek,MIL,29,6.03,6.6,6,0,0,0,0,1,5,0
1997,Simy,SAL,11,5.77,6.59,3,0,0,0,0,0,0,0
4945,Calafiori,BOL,27,6.37,6.59,2,0,0,0,0,4,4,0
5795,Azmoun,ROM,16,6.09,6.59,3,0,0,0,0,0,4,0
1870,Barella,INT,37,6.42,6.57,2,0,0,0,0,3,7,0
5792,Ederson D.s.,ATA,36,6.15,6.57,6,0,0,0,0,1,8,0
513,Acerbi,INT,29,6.22,6.55,3,0,0,0,0,1,1,0
4433,Zortea,FRO,19,6.05,6.53,2,0,0,0,0,5,4,0
5513,Dumfries,INT,30,6.1,6.53,4,0,0,0,0,3,2,1
1926,Di Gennaro,INT,1,6.5,6.5,0,0,0,0,0,0,0,0
1978,Sensi,INT,1,6.5,6.5,0,0,0,0,0,0,0,0
2297,Rossi F.,ATA,1,6.5,6.5,0,0,0,0,0,0,0,0
2722,Ravaglia F.,BOL,6,6.5,6.5,0,3,0,0,1,0,0,0
2818,Bennacer,MIL,18,6.11,6.5,2,0,1,1,0,2,2,0
4725,Demme,NAP,2,6.25,6.5,0,0,0,0,0,1,1,0
5719,Asllani,INT,16,6.22,6.5,1,0,0,0,0,2,1,0
6229,Toure' E.,ATA,9,5.94,6.5,2,0,0,0,0,0,2,0
6532,Buchanan T.,INT,7,6.07,6.5,1,0,0,0,0,0,0,0
1976,Mazzitelli,FRO,29,6.07,6.48,5,0,0,0,0,0,4,1
2379,Rabiot,JUV,31,6.05,6.47,5,0,0,0,0,2,8,0
4292,Hernandez T.,MIL,32,6.19,6.47,5,0,1,2,0,3,10,1
5365,Dragusin,GEN,19,6.13,6.47,2,0,0,0,0,1,1,0
294,Rugani,JUV,14,6.11,6.46,2,0,0,0,0,0,2,0
335,Felipe Anderson,LAZ,38,5.95,6.46,5,0,0,0,0,6,3,0
2788,Bremer,JUV,36,6.33,6.46,3,0,0,0,0,0,9,0
4427,Malinovskyi,GEN,24,6.06,6.46,4,0,0,0,0,1,7,0
6580,Swiderski,VER,13,6.0,6.46,2,0,0,0,0,0,0,0
6492,Ibrahimovic A.,FRO,8,6.0,6.44,1,0,0,0,0,1,1,0
526,Duncan,FIO,27,6.06,6.43,2,0,0,0,0,5,2,0
2120,Bastoni,INT,28,6.3,6.43,1,0,0,0,0,3,5,0
2741,Pessina,MON,37,6.04,6.43,6,0,4,5,0,2,3,1
4892,Saelemaekers,BOL,30,6.05,6.43,4,0,0,0,0,3,5,1
5791,Frendrup,GEN,37,6.24,6.43,2,0,0,0,0,4,6,0
6572,Castro S.,BOL,6,6.0,6.42,1,0,0,0,0,0,1,0
322,De Vrij,INT,22,6.27,6.41,1,0,0,0,0,0,0,0
5672,Dia,SAL,17,5.74,6.41,4,0,1,1,0,0,1,0
302,Pereyra,UDI,26,5.94,6.4,4,0,1,1,0,3,6,0
785,Immobile,LAZ,29,5.76,6.4,7,0,4,4,0,1,8,0
2012,Milik,JUV,24,5.94,6.4,4,0,0,0,0,1,2,1
4887,Bellanova,TOR,36,6.19,6.4,1,0,0,0,0,7,5,0
5311,Shomurodov,CAG,20,5.82,6.4,3,0,0,0,0,3,1,0
4285,Arthur Melo,FIO,32,6.17,6.39,2,0,1,1,0,2,2,0
4923,Colombo,MON,23,5.89,6.39,4,0,0,0,0,1,3,0
4371,Raspadori,NAP,33,5.92,6.38,5,0,0,1,0,3,0,0
4947,Brescianini,FRO,34,6.01,6.38,4,0,0,0,0,1,1,0
5323,Martinez Quarta,FIO,28,6.0,6.38,5,0,0,0,0,0,9,0
5687,Vlasic,TOR,33,6.09,6.38,3,0,0,0,0,2,3,0
5844,Thorstvedt,SAS,34,5.93,6.38,6,0,0,0,0,1,7,0
2839,Sottil,FIO,19,5.92,6.37,2,0,0,0,0,3,1,0
795,El Shaarawy,ROM,29,6.02,6.36,3,0,0,0,0,2,2,0
2653,Lykogiannis,BOL,18,5.97,6.36,2,0,0,0,0,2,2,0
5007,Ilic,TOR,28,6.05,6.36,3,0,0,0,0,1,3,0
6434,Yildiz,JUV,21,6.12,6.36,2,0,0,0,0,0,3,0
4401,Gabbia,MIL,17,6.15,6.35,2,0,0,0,0,0,5,0
4970,Messias,GEN,17,6.18,6.35,1,0,0,0,0,0,0,0
5882,Mota,MON,33,5.94,6.35,4,0,0,0,0,3,3,0
6252,Folorunsho,VER,33,5.94,6.35,5,0,0,0,0,1,5,0
6486,Suslov,VER,31,6.02,6.35,3,0,1,1,0,5,7,0
4479,Elmas,NAP,9,5.78,6.33,2,0,0,0,0,0,2,0
6218,Oristanio,CAG,24,6.06,6.33,2,0,0,0,0,1,1,0
6398,Isaksen,LAZ,24,5.96,6.33,3,0,0,0,0,1,3,0
779,Cristante,ROM,37,6.08,6.32,3,0,0,0,0,4,8,0
5919,Tchaouna,SAL,30,5.88,6.32,4,0,0,0,0,3,4,0
6060,Lauriente',SAS,37,5.85,6.32,5,0,0,0,0,5,5,0
6224,Reijnders,MIL,36,6.07,6.32,3,0,0,0,0,4,8,0
2525,Darmian,INT,32,6.12,6.31,2,0,0,0,0,1,2,0
4177,Pavard,INT,21,6.36,6.31,0,0,0,0,0,2,6,0
4465,Fagioli,JUV,8,6.12,6.31,0,0,0,0,0,2,1,0
537,Sansone,LEC,22,6.02,6.3,2,0,0,0,0,2,4,0
2762,Kouame',FIO,20,5.95,6.3,2,0,0,0,0,1,0,0
4210,Mina,CAG,15,6.07,6.3,2,0,1,1,0,0,5,0
4751,Tomori,MIL,25,5.98,6.3,4,0,0,0,0,0,6,1
479,Sanabria,TOR,35,5.89,6.29,5,0,2,2,0,0,2,0
1939,Lapadula,CAG,21,5.93,6.29,3,0,1,1,0,0,3,0
4404,Thorsby,GEN,21,5.95,6.29,2,0,0,0,0,2,2,0
6549,Pierotti,LEC,7,6.14,6.29,0,0,0,0,0,1,0,0
6106,Carboni V.,MON,25,5.98,6.28,2,0,0,0,0,2,2,0
4359,Piccoli,LEC,33,5.89,6.27,5,0,1,1,0,0,5,0
5529,Henry,VER,11,5.86,6.27,3,0,0,1,0,0,2,1
327,Patric,LAZ,19,6.05,6.26,2,0,0,0,0,0,4,0
4952,Monterisi,FRO,19,5.87,6.26,2,0,0,0,0,2,1,0
5500,Cancellieri,EMP,34,5.96,6.26,4,0,0,0,0,2,7,0
6061,Oudin,LEC,31,5.95,6.26,3,0,0,0,0,2,3,0
662,Alex Sandro,JUV,10,6.0,6.25,1,0,0,0,0,0,1,0
1933,Mandragora,FIO,30,5.92,6.25,3,0,0,0,0,3,5,0
2544,Abraham,ROM,6,5.83,6.25,1,0,0,0,0,0,1,0
5879,Vignato S.,MON,8,6.0,6.25,1,0,0,0,0,0,2,0
6435,Krstovic,LEC,34,5.87,6.25,7,0,1,3,0,1,4,1
6001,Banda,LEC,21,5.98,6.24,2,0,0,0,0,3,5,1
6226,Castellanos,LAZ,33,5.82,6.24,4,0,0,0,0,3,2,0
152,Zielinski,NAP,28,5.86,6.23,3,0,1,1,0,2,1,0
6235,Kayode,FIO,26,6.12,6.23,1,0,0,0,0,1,2,0
505,Bonazzoli,VER,23,5.83,6.22,3,0,0,0,0,1,2,0
2816,Di Lorenzo,NAP,36,6.08,6.22,1,0,0,0,0,5,6,0
5093,Reinier,FRO,16,5.88,6.22,2,0,0,0,0,1,3,0
6041,Schuurs,TOR,9,6.0,6.22,1,0,0,0,0,0,2,0
643,Defrel,SAS,14,5.86,6.21,1,0,0,0,0,2,0,0
4186,Guendouzi,LAZ,33,6.02,6.21,2,0,0,0,0,3,3,1
6250,Maric,MON,7,5.79,6.21,1,0,0,0,0,0,0,0
697,Cuadrado,INT,10,6.05,6.2,0,0,0,0,0,2,1,0
2296,Mancini,ROM,35,5.99,6.2,4,0,0,0,0,0,9,0
4856,Chukwueze,MIL,20,5.98,6.2,1,0,0,0,0,2,1,0
5526,Scalvini,ATA,33,6.06,6.2,1,0,0,0,0,3,3,0
464,Florenzi,MIL,27,6.0,6.19,1,0,0,0,0,4,5,0
1852,Spinazzola,ROM,24,5.98,6.19,1,0,0,0,0,2,0,0
2285,Bani,GEN,27,6.13,6.19,2,0,0,0,0,0,9,0
5397,Kovalenko,EMP,16,6.0,6.19,1,0,0,0,0,1,1,0
5514,Vasquez,GEN,35,6.16,6.19,1,0,0,0,0,1,6,0
5823,Baldanzi,ROM,24,6.0,6.19,2,0,0,0,0,0,3,0
4184,Brekalo,FIO,11,5.91,6.18,1,0,0,0,0,0,0,0
4436,Cambiaghi,EMP,37,6.11,6.18,1,0,0,0,0,1,3,0
4973,McKennie,JUV,33,6.06,6.18,0,0,0,0,0,7,6,0
6433,Huijsen,ROM,11,6.0,6.18,2,0,0,0,0,0,4,0
170,Badelj,GEN,32,6.08,6.17,1,0,0,0,0,3,6,0
4514,Nandez,CAG,32,6.02,6.17,2,0,1,1,0,2,7,0
5875,Adli,MIL,21,6.0,6.17,1,0,0,0,0,2,3,0
5877,Carlos Augusto,INT,35,6.1,6.17,0,0,0,0,0,3,1,0
236,Lazovic,VER,31,5.84,6.16,3,0,1,1,0,2,0,1
2169,Rodriguez R.,TOR,35,6.1,6.16,1,0,0,0,0,1,4,0
694,Baez,FRO,10,5.9,6.15,1,0,0,0,0,0,1,0
2117,Kastanos,SAL,24,5.85,6.15,3,0,0,0,0,0,5,0
2252,Marchizza,FRO,13,5.96,6.15,0,0,0,0,0,3,1,0
5451,Bajrami,SAS,24,5.81,6.15,2,0,0,0,0,2,0,0
5520,Cambiaso,JUV,34,6.03,6.15,2,0,0,0,0,3,10,0
5807,Jovane,SAL,10,5.9,6.15,1,0,0,0,0,0,1,0
6112,Iling Junior,JUV,20,5.92,6.15,1,0,0,0,0,2,1,0
2154,Vignato,SAL,7,6.07,6.14,0,0,0,0,0,1,1,0
5354,Ruggeri,ATA,33,6.03,6.14,0,0,0,0,0,5,3,0
554,Zappacosta,ATA,31,5.98,6.13,2,0,0,0,0,1,5,0
788,Freuler,BOL,32,6.17,6.12,1,0,0,0,0,0,9,0
4409,Rrahmani,NAP,30,5.9,6.12,3,0,0,0,0,0,5,0
5948,Kamada,LAZ,25,5.9,6.12,2,0,0,0,0,1,3,0
5564,Ndoye,BOL,31,6.05,6.11,1,0,0,0,0,1,4,0
5867,Gendrey,LEC,37,5.93,6.11,2,0,0,0,0,3,5,0
2543,Renato Sanches,ROM,5,5.7,6.1,1,0,0,0,0,0,2,0
2819,Caputo,EMP,20,5.65,6.1,3,0,1,1,0,0,0,0
6066,Posch,BOL,30,6.05,6.1,1,0,0,0,0,2,7,0
468,Paredes,ROM,34,5.94,6.09,3,0,3,3,0,4,14,1
4237,Danilo,JUV,28,6.07,6.09,1,0,0,0,0,1,7,0
6042,Lucumi',BOL,29,6.12,6.09,0,0,0,0,0,0,2,0
22,De Roon,ATA,30,6.08,6.08,0,0,0,0,0,5,10,0
393,Luperto,EMP,38,6.03,6.08,1,0,0,0,0,1,4,0
4349,Nicolussi Caviglia,JUV,6,6.0,6.08,0,0,0,0,0,1,1,0
5831,Gatti,JUV,32,5.94,6.08,4,0,0,0,0,0,7,0
6024,Sulemana I.,CAG,20,5.88,6.08,2,0,0,0,0,0,4,0
252,Biraghi,FIO,28,5.93,6.07,2,0,0,1,0,5,8,0
2640,Kolasinac,ATA,29,6.03,6.07,1,0,0,0,0,0,4,0
4925,Carboni A.,MON,21,5.95,6.07,1,0,0,0,0,0,1,0
5505,Kaio Jorge,FRO,15,5.73,6.07,3,0,1,2,0,0,2,0
6202,Beukema,BOL,30,6.07,6.07,1,0,0,0,0,0,4,1
6207,Almqvist,LEC,30,5.92,6.07,2,0,0,0,0,1,5,0
6573,Alcaraz,JUV,7,5.93,6.07,0,0,0,0,0,1,0,0
4988,Maggiore,SAL,26,5.73,6.06,4,0,0,0,0,1,7,1
6054,Moro N.,BOL,17,5.88,6.06,1,0,0,0,0,0,0,0
6214,Cuni,FRO,9,5.72,6.06,1,0,0,0,0,0,0,0
357,Calabria,MIL,29,5.97,6.05,1,0,0,0,0,3,3,2
5850,Lovric,UDI,29,5.93,6.05,1,0,0,0,0,2,1,1
4658,Ikone',FIO,26,5.75,6.04,3,0,0,0,0,1,5,0
4385,Lazaro,TOR,30,5.98,6.03,0,0,0,0,0,3,3,0
5267,Racic,SAS,18,5.83,6.03,1,0,0,0,0,1,1,0
5336,Nzola,FIO,29,5.69,6.03,3,0,1,1,0,2,2,0
5678,Holm,ATA,18,5.89,6.03,1,0,0,0,0,1,5,0
6148,Kristiansen,BOL,31,6.0,6.03,0,0,0,0,0,3,4,0
6257,Dorgu,LEC,29,5.93,6.03,2,0,0,0,0,0,6,0
4994,Vojvoda,TOR,21,5.95,6.02,0,0,0,0,0,3,3,0
6481,Payero,UDI,28,5.88,6.02,2,0,0,0,0,2,6,1
787,Djimsiti,ATA,36,6.04,6.01,0,0,0,0,0,1,4,0
26,Gomez,MON,2,6.0,6.0,0,0,0,0,0,0,0,0
303,Pogba,JUV,2,6.0,6.0,0,0,0,0,0,0,0,0
500,Lulic K.,FRO,1,6.0,6.0,0,0,0,0,0,0,0,0
801,Gagliardini,MON,33,5.95,6.0,1,0,0,0,0,1,5,0
1987,Jankto,CAG,16,5.69,6.0,1,0,0,0,0,2,0,0
2180,Karsdorp,ROM,18,5.94,6.0,0,0,0,0,0,2,2,0
2845,Contini,NAP,1,6.0,6.0,0,0,0,0,0,0,0,0
2869,Djidji,TOR,12,6.08,6.0,0,0,0,0,0,0,2,0
4182,Klaassen,INT,6,6.0,6.0,0,0,0,0,0,0,1,0
4459,Rovella,LAZ,21,6.05,6.0,0,0,0,0,0,2,6,0
4870,Adopo,ATA,4,5.75,6.0,0,0,0,0,0,1,0,0
4965,Marin,EMP,29,5.98,6.0,0,0,0,0,0,2,3,0
5511,Matheus Henrique,SAS,31,5.87,6.0,2,0,0,0,0,2,6,1
5533,Djalo',JUV,1,6.0,6.0,0,0,0,0,0,0,0,0
5555,Kamara H.,UDI,31,5.97,6.0,1,0,0,0,0,0,4,0
5691,Zima,TOR,3,6.0,6.0,0,0,0,0,0,0,0,0
5695,Haps,GEN,14,5.93,6.0,0,0,0,0,0,1,0,0
5735,Volpato,SAS,17,5.85,6.0,1,0,0,0,0,0,1,0
5764,Coppola D.,VER,20,5.92,6.0,2,0,0,0,0,0,9,0
6191,Belahyane,VER,2,6.0,6.0,0,0,0,0,0,0,0,0
6418,Burnete,LEC,1,6.0,6.0,0,0,0,0,0,0,0,0
6420,Pagano,ROM,2,6.0,6.0,0,0,0,0,0,0,0,0
6444,Bonfanti,ATA,2,6.0,6.0,0,0,0,0,0,0,0,0
6479,Kutlu,GEN,6,6.0,6.0,0,0,0,0,0,0,0,0
6496,Bartesaghi,MIL,3,6.0,6.0,0,0,0,0,0,0,0,0
6530,Ghedjemis,FRO,5,6.1,6.0,0,0,0,0,0,0,1,0
6558,Tavsan,VER,2,6.0,6.0,0,0,0,0,0,0,0,0
470,Strootman,GEN,23,5.98,5.98,0,0,0,0,0,2,4,0
4426,Toljan,SAS,24,5.83,5.98,0,0,0,0,0,4,1,0
5239,Llorente D.,ROM,29,5.93,5.98,1,0,0,0,0,1,5,0
383,Petagna,CAG,15,5.77,5.97,1,0,0,0,0,1,2,0
827,Locatelli,JUV,35,5.86,5.97,1,0,0,0,0,4,6,0
2103,Pellegri,TOR,15,5.8,5.97,1,0,0,0,0,1,3,0
4502,Gallo,LEC,35,5.91,5.97,0,0,0,0,0,3,2,0
4772,Angelino,ROM,16,6.03,5.97,0,0,0,0,0,2,2,0
5856,Sambia,SAL,17,5.79,5.97,1,0,0,0,0,2,4,0
6230,Dossena,CAG,35,5.87,5.97,2,0,0,0,0,4,5,0
6245,Vogliacco,GEN,15,6.03,5.97,0,0,0,0,0,1,4,0
2006,Lirola,FRO,24,5.69,5.96,2,0,0,0,0,1,1,0
2392,Walace,UDI,37,5.89,5.96,2,0,0,0,0,0,7,0
5999,Gonzalez J.,LEC,27,5.96,5.96,1,0,0,0,0,0,6,0
6010,Fazzini,EMP,25,5.92,5.96,1,0,0,0,0,1,6,0
4342,Duda,VER,32,6.02,5.95,1,0,0,1,0,5,10,2
4486,Strefezza,LEC,19,5.89,5.95,1,0,1,1,0,0,4,0
4904,Mari',MON,33,6.06,5.95,0,0,0,0,0,0,7,0
5750,Ostigard,NAP,20,5.85,5.95,1,0,0,0,0,0,2,0
6170,Gineitis,TOR,10,6.05,5.95,0,0,0,0,0,0,2,0
5067,Bakker,ATA,9,5.67,5.94,1,0,0,0,0,0,1,0
5298,Pobega,MIL,9,5.94,5.94,0,0,0,0,0,0,0,0
2489,Pedro,LAZ,27,5.85,5.93,1,0,0,0,0,1,4,0
4530,Kyriakopoulos,MON,27,5.87,5.93,0,0,0,0,0,3,3,0
5453,Ricci S.,TOR,30,5.97,5.93,1,0,0,0,0,0,6,1
6211,Zemura,UDI,21,5.81,5.93,1,0,0,0,0,0,1,0
6246,Lipani,SAS,7,5.93,5.93,0,0,0,0,0,0,0,0
6448,Martegani,SAL,15,5.77,5.93,1,0,0,0,0,0,1,0
4287,Lobotka,NAP,38,5.95,5.92,0,0,0,0,0,1,4,0
4378,Ranieri L.,FIO,25,5.9,5.92,2,0,0,0,0,1,14,0
5425,Urbanski,BOL,19,6.0,5.92,0,0,0,0,0,0,3,0
5847,Bijol,UDI,24,6.0,5.92,0,0,0,0,0,0,4,0
6424,Prati,CAG,26,5.85,5.92,1,0,0,0,0,1,4,0
6432,Pierozzi,SAL,12,5.92,5.92,1,0,0,0,0,0,6,0
6459,Karlsson,BOL,6,5.92,5.92,0,0,0,0,0,0,0,0
306,Cerri,EMP,11,5.73,5.91,1,0,0,0,0,0,2,0
791,Sabelli,GEN,32,5.95,5.91,0,0,0,0,0,1,5,0
2325,Karamoh,TOR,5,5.9,5.9,0,0,0,0,0,0,0,0
2633,Kjaer,MIL,15,5.87,5.9,0,0,0,0,0,1,1,0
4317,N'Dicka,ROM,25,5.9,5.9,0,0,0,0,0,3,6,0
4711,Kostic,JUV,29,5.83,5.9,0,0,0,0,0,3,2,0
5813,Miretti,JUV,20,5.78,5.9,1,0,0,0,0,1,3,0
5833,Gila,LAZ,21,6.0,5.9,0,0,0,0,0,0,2,1
5982,Spence,GEN,15,5.93,5.9,0,0,0,0,0,0,1,0
6579,Mitrovic S.,VER,10,5.9,5.9,0,0,0,0,0,0,0,0
4461,Zappa,CAG,37,5.78,5.89,1,0,0,0,0,2,2,0
5423,Bove,ROM,28,5.89,5.89,0,0,0,0,0,1,2,0
5784,Aebischer,BOL,32,5.98,5.89,0,0,0,0,0,1,8,0
2016,Fazio,SAL,17,5.74,5.88,1,0,0,0,0,1,3,0
2769,Magnani,VER,30,5.98,5.88,0,0,0,0,0,0,6,0
5332,Bastoni S.,EMP,13,5.77,5.88,1,0,0,0,0,0,3,0
333,Cataldi,LAZ,26,5.88,5.87,1,0,0,0,0,0,8,0
6238,Oyono,FRO,15,5.93,5.87,0,0,0,0,0,1,4,0
76,Romagnoli S.,FRO,33,5.86,5.86,1,0,0,0,0,0,6,0
4802,Vinagre,VER,7,5.86,5.86,0,0,0,0,0,0,0,0
5364,Caso,FRO,11,5.86,5.86,0,0,0,0,0,1,2,0
5603,Pongracic,LEC,36,6.0,5.86,0,0,0,0,0,0,8,1
5992,Bondo,MON,25,5.92,5.86,1,0,0,0,0,0,9,0
150,Saponara,VER,10,5.85,5.85,0,0,0,0,0,0,0,0
6458,Serdar,VER,23,5.96,5.85,0,0,0,0,0,1,7,0
5739,De Winter,GEN,29,5.95,5.84,0,0,0,0,0,1,6,1
5949,Lindstrom,NAP,16,5.91,5.84,0,0,0,0,0,0,2,0
4421,Augello,CAG,32,5.78,5.83,1,0,0,0,0,1,5,0
4657,Celik,ROM,12,5.88,5.83,0,0,0,0,0,0,1,0
5446,Van Hooijdonk,BOL,6,5.83,5.83,0,0,0,0,0,0,0,0
5757,Cittadini,GEN,3,6.0,5.83,0,0,0,0,0,0,1,0
5806,Seck,FRO,15,5.87,5.83,0,0,0,0,0,0,1,0
5838,Birindelli,MON,33,5.94,5.83,0,0,0,0,0,0,7,0
6205,Mulattieri,SAS,12,5.83,5.83,0,0,0,0,0,0,1,0
6427,Stewart,SAL,3,5.83,5.83,0,0,0,0,0,0,0,0
6565,Ankeye,GEN,3,5.83,5.83,0,0,0,0,0,0,0,0
2130,Hateboer,ATA,19,5.87,5.82,0,0,0,0,0,1,5,0
2593,Martin,GEN,20,5.82,5.82,0,0,0,0,0,2,2,1
5499,Hongla,VER,14,5.82,5.82,0,0,0,0,0,0,0,0
5812,Terracciano F.,MIL,19,5.82,5.82,0,0,0,0,0,1,2,0
5880,Ciurria,MON,22,5.82,5.82,0,0,0,0,0,1,2,0
6046,Hien,ATA,22,5.95,5.82,0,0,0,0,0,0,4,1
6241,Gelli,FRO,20,5.9,5.82,0,0,0,0,0,0,3,0
6480,Tchatchoua,VER,25,5.82,5.82,0,0,0,0,0,1,2,0
4976,Kalulu,MIL,8,5.81,5.81,0,0,0,0,0,0,0,0
5295,Musah,MIL,26,5.87,5.81,0,0,0,0,0,1,5,0
5998,Zerbin,MON,16,5.81,5.81,0,0,0,0,0,1,0,1
49,Masina,TOR,15,5.87,5.8,0,0,0,0,0,0,2,0
1958,Caprari,MON,5,5.8,5.8,0,0,0,0,0,0,0,0
